title,type,release_year,nlp_text,listed_in,vader_compound,vader_label,spacy_pos_prob,spacy_label,review_join
The Twilight Saga: New Moon,Movie,2009,"Still reeling from the departure of vampire Edward Cullen, a heartbroken Bella Swan finds comfort in her friendship with werewolf Jacob Black.","Dramas, Romantic Movies",-0.7718769316030379,NEGATIVE,0.45225403817655846,NEGATIVE,Interesting plot
Twilight,Movie,2008,"When Bella Swan moves in with her father, she starts school and meets Edward, a mysterious classmate who reveals himself to be a 108-year-old vampire.","Action & Adventure, Dramas, Romantic Movies",-0.9858262333985944,NEGATIVE,0.7141920006168522,POSITIVE,Interesting plot
A Perfect Fit,Movie,2021,"Sparks fly when a fashion blogger in Bali meets a gifted shoemaker, leading her to question her commitment to her fiancé.","Comedies, Dramas, International Movies",0.2875166678073622,POSITIVE,0.9666219188288371,POSITIVE,Great movie || Loved it
BEASTARS,TV Show,2021,"In a world where beasts of all kinds coexist, a gentle wolf awakens to his own predatory urges as his school deals with a murder within its midst.","Anime Series, International TV Shows",0.3348758079425609,POSITIVE,0.18241349705085472,NEGATIVE,
Cheech & Chong's Still Smokin,Movie,1983,"Stoner comedians Cheech Marin and Tommy Chong arrive in Amsterdam to find they've been mistakenly invited, then take the stage live as a replacement act.","Comedies, Cult Movies",0.8451836639654784,POSITIVE,0.734256826279279,POSITIVE,Interesting plot
Emicida: AmarElo - Live in São Paulo,Movie,2021,"Brazilian rapper Emicida brings his progressive rhymes and eclectic beats to São Paulo's Theatro Municipal as he performs hits from the album ""AmarElo.""","Documentaries, International Movies, Music & Musicals",-0.8982343841107177,NEGATIVE,0.7690904400705105,POSITIVE,Interesting plot
Her Private Life,TV Show,2019,"An art curator's life unravels, as she tries to keep her pastime as a die-hard K-pop fan secret from her gallery's new director.","International TV Shows, Romantic TV Shows, TV Comedies",-0.2917029590559431,NEGATIVE,0.6714059628246831,POSITIVE,Interesting plot
Lift Like a Girl,Movie,2021,"With the guidance of her relentless coach, a teen weightlifter emerges from a scrappy training camp in Egypt to compete at the championship level.","Documentaries, International Movies, Sports Movies",0.049367780110185944,NEUTRAL,0.8885616485235658,POSITIVE,Great movie || Loved it
My Amanda,Movie,2021,"Two unusually close friends share every aspect of their lives together. As their lives evolve, their bond remains the only constant.","Dramas, International Movies, Romantic Movies",-0.48207183728974123,NEGATIVE,0.6139337987671452,POSITIVE,Interesting plot
Never Have I Ever,TV Show,2021,"After a traumatic year, all an Indian-American teen wants is to go from pariah to popular — but friends, family and feelings won’t make it easy on her.","TV Comedies, TV Dramas, Teen TV Shows",-0.12796589618734222,NEGATIVE,0.3483490763111853,NEGATIVE,Interesting plot
Surf's Up,Movie,2007,This Oscar-nominated animated comedy goes behind the scenes at the Penguin World Surfing Championship to get a close-up look at the inventors of surfing.,"Children & Family Movies, Comedies, Sports Movies",-0.35257454387670717,NEGATIVE,0.8262612227877278,POSITIVE,Great movie || Loved it
The Unknown Saint,Movie,2019,"Following a stint behind bars, a thief returns to where he buried his loot, only to find that his hiding spot is now a shrine to an unknown saint.","Comedies, Dramas, Independent Movies",0.4271276559278201,POSITIVE,0.5014059179232935,POSITIVE,Interesting plot
This Changes Everything,Movie,2019,This documentary takes a deep look at gender disparity in Hollywood through the eyes of well-known actresses and female filmmakers.,Documentaries,-0.2119332354543575,NEGATIVE,0.15381445506443606,NEGATIVE,
A Classic Horror Story,Movie,2021,"In this gruesome suspense film, strangers traveling in southern Italy become stranded in the woods, where they must fight desperately to get out alive.","Horror Movies, International Movies",0.009454142537306476,NEUTRAL,0.3901126497402118,NEGATIVE,Interesting plot
Gunpowder Milkshake,Movie,2021,"When an assassin veers off mission to rescue a child, she triggers a war with a powerful crime syndicate — and reunites a gun-wielding sisterhood.","Action & Adventure, Comedies",0.007286194480789376,NEUTRAL,0.6045107065244836,POSITIVE,Interesting plot
Heist,TV Show,2021,Millions in stolen cash. Missing luxury bourbon. Watch ordinary people almost get away with these extraordinary heists in this true crime series.,"Crime TV Shows, Docuseries",-0.03433139180632572,NEUTRAL,0.15391749263599458,NEGATIVE,
My Unorthodox Life,TV Show,2021,"Follow Julia Haart, Elite World Group CEO and a former member of an ultra-Orthodox Jewish community, and her adult kids in this reality series.",Reality TV,0.5938305756062805,POSITIVE,0.8651905620622427,POSITIVE,Great movie || Loved it
Private Network: Who Killed Manuel Buendía?,Movie,2021,A deep dive into the work of renowned Mexican journalist Manuel Buendía looks to unravel his murder and the ties between politics and drug trafficking.,"Documentaries, International Movies",0.030722975970879807,NEUTRAL,0.5968109375324125,POSITIVE,Interesting plot
The Guide to the Perfect Family,Movie,2021,"A couple in Québec deals with the pitfalls, pressure and high expectations of raising kids in a society obsessed with success and social media image.","Comedies, Dramas, International Movies",0.051827037951868826,POSITIVE,0.3842750194911554,NEGATIVE,Interesting plot
American Woman,Movie,2019,"In rural Pennsylvania, a working-class single mom must pick up the pieces and step up to raise her grandson after her daughter suddenly disappears.","Dramas, Independent Movies",0.011670881652196652,NEUTRAL,0.5987457990643442,POSITIVE,Interesting plot
Bridgerton - The Afterparty,Movie,2021,"""Bridgerton"" cast members share behind-the-scenes stories from the hit show, plus comedian Nikki Glaser breaks down the costume drama's sexiest moments.",Movies,0.43698159079928445,POSITIVE,0.057971788350951806,NEGATIVE,
Day of Destiny,Movie,2021,"With their family facing financial woes, two teen brothers seize an opportunity to reverse their bad fortunes by traveling 20 years back in time.","Children & Family Movies, Dramas, International Movies",-0.8061251625898586,NEGATIVE,0.1999135404359348,NEGATIVE,
Ridley Jones,TV Show,2021,Curious kid Ridley and her friends protect the Museum of Natural History’s treasures and keep its magical secret safe: Everything comes alive at night!,Kids' TV,-0.8203430701560208,NEGATIVE,0.011998893230221908,NEGATIVE,
Born to Play,Movie,2020,"This documentary follows the Boston Renegades — an all-woman, tackle football team — as they risk their time, families and day jobs for the game.","Documentaries, Sports Movies",-0.39440736719276925,NEGATIVE,0.5321556452038129,POSITIVE,Interesting plot
American Ultra,Movie,2015,"He's just a weed fiend going nowhere, or so he thinks. When the CIA tries to eliminate him, his long-dormant superspy training comes roaring back.","Action & Adventure, Comedies",0.3288421401122683,POSITIVE,0.8672582260023938,POSITIVE,Great movie || Loved it
The Stand-Up,Movie,2019,Members of the comedy group Na Stojáka take the stage and the mic by storm for a special night of stand-up comedy.,Stand-Up Comedy,0.02988102590429631,NEUTRAL,0.3457142958291141,NEGATIVE,Interesting plot
The Tour,Movie,2016,"Miloš Knor brings comedians Lukáš Pavlásek, Tomáš Matonoha, Ester Kočičková, Michal Kavalčík and Richard Nedvěd on a tour around the Czech Republic.","Comedies, Documentaries, International Movies",0.7142771239658532,POSITIVE,0.3522386684436907,NEGATIVE,Interesting plot
Atypical,TV Show,2021,"When a teen on the autism spectrum decides to get a girlfriend, his bid for more independence puts his whole family on a path of self-discovery.","TV Comedies, TV Dramas, Teen TV Shows",-0.6912967231337206,NEGATIVE,0.8813658102604947,POSITIVE,Great movie || Loved it
Biohackers,TV Show,2021,A medical student enters a top German university on a secret mission to uncover a conspiracy linking a family tragedy to a visionary biology professor.,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy",0.4772848252852644,POSITIVE,0.004787386396151824,NEGATIVE,
Fear Street Part 2: 1978,Movie,2021,"In the cursed town of Shadyside, a killer's murder spree terrorizes Camp Nightwing and turns a summer of fun into a gruesome fight for survival.",Horror Movies,-0.05943904143279399,NEGATIVE,0.31764968259205334,NEGATIVE,Interesting plot
Finding Hubby,Movie,2020,"Oyin and her two close friends are on the hunt for husbands, but find that they must grapple with their own expectations as they look for love.","Comedies, Dramas, International Movies",-0.8676816587959606,NEGATIVE,0.15966302416279518,NEGATIVE,
How I Became a Superhero,Movie,2021,"In a world where humans and superheroes coexist, a lone wolf cop teams up with a bright detective to dismantle a dark plot to extract superpowers.","Action & Adventure, Dramas, International Movies",-0.39097566096833336,NEGATIVE,0.9146371648913801,POSITIVE,Great movie || Loved it
How to Become a Tyrant,TV Show,2021,"Ruling with an iron fist requires an aspiring dictator to know the playbook for absolute power, as history's despots prove in this sardonic docuseries.",Docuseries,0.0149070161895144,NEUTRAL,0.12350655722513482,NEGATIVE,
Last Summer,Movie,2021,"During summer vacation in a beachside town, 16-year-old Deniz seeks the affection of his childhood crush and navigates a love triangle.","Dramas, International Movies, Romantic Movies",0.2267125088783708,POSITIVE,0.7933856148257352,POSITIVE,Interesting plot
Lee Su-geun: The Sense Coach,Movie,2021,"Lee Su-geun's rise to Korean comedy stardom went hand in hand with his mastery over picking up social cues. Now, he's ready to share his know-hows.",Stand-Up Comedy,0.08546542680949565,POSITIVE,0.9383806192638308,POSITIVE,Great movie || Loved it
Lethal Love,Movie,2021,"After a business owner starts receiving online threats, doubts and paranoia creep in when she reconnects with a former flame and meets a new client.",Thrillers,-0.28430215625192556,NEGATIVE,0.12993863810085193,NEGATIVE,
Ratchet and Clank,Movie,2016,Affable alien Ratchet longs to be a Galactic Ranger and might get the chance when rogue robot Clank tells him of evil Drek's plot to destroy a galaxy.,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",0.8246946404279896,POSITIVE,0.33827132530004517,NEGATIVE,Interesting plot
The Cook of Castamar,TV Show,2021,"In 1720 Madrid, a talented cook catches the eye of a widowed duke just as he returns to aristocratic society. Based on the novel by Fernando J. Múñez.","International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",0.7217880887262962,POSITIVE,0.12078130597266865,NEGATIVE,
Virgin River,TV Show,2021,"Searching for a fresh start, a nurse practitioner moves from LA to a remote northern California town and is surprised by what – and who – she finds.","Romantic TV Shows, TV Dramas",0.8104607602140077,POSITIVE,0.7857595562901719,POSITIVE,Interesting plot
Back to Q82,Movie,2017,"Eager to rejoin her divorced parents, an inventor's daughter drives his time-traveling car back to 1982. But a secret crush accidentally follows.","Comedies, International Movies",0.1354108287802458,POSITIVE,0.9656384279871449,POSITIVE,Great movie || Loved it
Elize Matsunaga: Once Upon a Crime,TV Show,2021,"The crime shocked Brazil: Elize Matsunaga shot and dismembered her rich husband. Featuring her first interview, this docuseries dives deep into the case.","Crime TV Shows, Docuseries, International TV Shows",0.43703724384238885,POSITIVE,0.31179789181607726,NEGATIVE,Interesting plot
Home Again,Movie,2017,"A newly single mom takes in three young male filmmakers as boarders, but her estranged husband returns to complicate her new, unconventional life.","Comedies, Dramas, Romantic Movies",0.22630626597122894,POSITIVE,0.637272703376895,POSITIVE,Interesting plot
Midnight Sun,Movie,2018,"Born with a fatal sensitivity to sunlight, a sheltered teen girl falls for her neighbor, but hides her condition from him as their romance blossoms.","Dramas, Romantic Movies",-0.8425648971094203,NEGATIVE,0.3385957121706092,NEGATIVE,Interesting plot
RESIDENT EVIL: Infinite Darkness,TV Show,2021,"Years after the horrors of Raccoon City, Leon and Claire find themselves consumed by a dark conspiracy when a viral attack ravages the White House.","Anime Series, TV Horror, TV Thrillers",0.22302675182535925,POSITIVE,0.5846558433456011,POSITIVE,Interesting plot
Rock the Kasbah,Movie,2015,"When a has-been music producer gets stuck in Afghanistan he discovers a girl with a wonderful voice, then has to find a way to market her talents.","Comedies, Music & Musicals",0.6823125336510858,POSITIVE,0.3640497935386491,NEGATIVE,Interesting plot
Awon Boyz,Movie,2019,This documentary takes a close look at the lives and passions of the men and boys who hustle or run with a gang on the streets of Lagos.,"Documentaries, International Movies",0.36755808428105863,POSITIVE,0.021061346638263517,NEGATIVE,
Brick Mansions,Movie,2014,An undercover police detective partners with an ex-convict to take down a drug kingpin amid grime and crime in a walled-off Detroit housing project.,"Action & Adventure, International Movies",0.9935905109144725,POSITIVE,0.2837489045420077,NEGATIVE,Interesting plot
Cat People,TV Show,2021,"Cat people come in all shapes and sizes, but they share a love for their enchanting, unique feline friends. This docuseries reveals their tales.",Docuseries,-0.22260877192546813,NEGATIVE,0.9193339773731618,POSITIVE,Great movie || Loved it
Clash,Movie,2020,"When the patriarch of an emigrant Nigerian family visits their female-led Canadian home, traditional values collide with newer ones.","Dramas, International Movies",0.6555894561241356,POSITIVE,0.17384015470134098,NEGATIVE,
Dogs,TV Show,2021,"These six intimate stories explore the abiding emotional bonds that form between dogs and their caregivers, no matter the circumstances.",Docuseries,-0.7597447926550509,NEGATIVE,0.7826330176979845,POSITIVE,Interesting plot
